tiktok_id,username,followers,following,likes,videos,average_engagement_rate,is_generated,date,
"6703550784929793030","addisonre","14855788","1577","490004890","475","17.12","0","2020-02-09+08:26:01",
"6703550784929793030","addisonre","14679412","1573","482421915","470","16","1","2020-02-08+04:26:01",
"6703550784929793030","addisonre","14503036","1569","474838940","465","16","1","2020-02-07+04:26:01",
"6703550784929793030","addisonre","14326660","1566","467255965","460","16","1","2020-02-06+04:26:01",
"6703550784929793030","addisonre","14150284","1562","459672990","455","16","1","2020-02-05+04:26:01",
"6703550784929793030","addisonre","13973908","1558","452090015","450","16","1","2020-02-04+04:26:01",
"6703550784929793030","addisonre","13797532","1555","444507040","446","16","1","2020-02-03+04:26:01",
"6703550784929793030","addisonre","13621156","1551","436924065","441","15","1","2020-02-02+04:26:01",
"6703550784929793030","addisonre","13444781","1547","429341091","436","15","1","2020-02-01+04:26:01",
"6703550784929793030","addisonre","13268405","1544","421758116","431","15","1","2020-01-31+04:26:01",
"6703550784929793030","addisonre","13092029","1540","414175141","426","15","1","2020-01-30+04:26:01",
"6703550784929793030","addisonre","12915653","1536","406592166","421","15","1","2020-01-29+04:26:01",
"6703550784929793030","addisonre","12739277","1533","399009191","417","15","1","2020-01-28+04:26:01",
"6703550784929793030","addisonre","12562901","1529","391426216","412","14","1","2020-01-27+04:26:01",
"6703550784929793030","addisonre","12386525","1526","383843241","407","14","1","2020-01-26+04:26:01",
"6703550784929793030","addisonre","12210149","1522","376260266","402","14","1","2020-01-25+04:26:01",
"6703550784929793030","addisonre","12033774","1518","368677292","397","14","1","2020-01-24+04:26:01",
"6703550784929793030","addisonre","11857398","1515","361094317","393","14","1","2020-01-23+04:26:01",
"6703550784929793030","addisonre","11681022","1511","353511342","388","14","1","2020-01-22+04:26:01",
"6703550784929793030","addisonre","11504646","1507","345928367","383","14","1","2020-01-21+04:26:01",
"6703550784929793030","addisonre","11328270","1504","338345392","378","13","1","2020-01-20+04:26:01",
"6703550784929793030","addisonre","11151894","1500","330762417","373","13","1","2020-01-19+04:26:01",
"6703550784929793030","addisonre","10975518","1496","323179442","368","13","1","2020-01-18+04:26:01",
"6703550784929793030","addisonre","10799142","1493","315596467","364","13","1","2020-01-17+04:26:01",
"6703550784929793030","addisonre","10622767","1489","308013493","359","13","1","2020-01-16+04:26:01",
"6703550784929793030","addisonre","10446391","1485","300430518","354","13","1","2020-01-15+04:26:01",
"6703550784929793030","addisonre","10270015","1482","292847543","349","12","1","2020-01-14+04:26:01",
"6703550784929793030","addisonre","10093639","1478","285264568","344","12","1","2020-01-13+04:26:01",
"6703550784929793030","addisonre","9917263","1475","277681593","340","12","1","2020-01-12+04:26:01",
"6703550784929793030","addisonre","9740887","1471","270098618","335","12","1","2020-01-11+04:26:01",
"6703550784929793030","addisonre","9564511","1467","262515643","330","12","1","2020-01-10+04:26:01",
"6703550784929793030","addisonre","9388135","1464","254932668","325","12","1","2020-01-09+04:26:01",
"6703550784929793030","addisonre","9211760","1460","247349694","320","11","1","2020-01-08+04:26:01",
"6703550784929793030","addisonre","9035384","1456","239766719","315","11","1","2020-01-07+04:26:01",
"6703550784929793030","addisonre","8859008","1453","232183744","311","11","1","2020-01-06+04:26:01",
"6703550784929793030","addisonre","8682632","1449","224600769","306","11","1","2020-01-05+04:26:01",
"6703550784929793030","addisonre","8506256","1445","217017794","301","11","1","2020-01-04+04:26:01",
"6703550784929793030","addisonre","8329880","1442","209434819","296","11","1","2020-01-03+04:26:01",
"6703550784929793030","addisonre","8153504","1438","201851844","291","10","1","2020-01-02+04:26:01",
"6703550784929793030","addisonre","7977129","1435","194268870","287","10.72","0","2020-01-01+04:26:01",
"6703550784929793030","addisonre","7797119","1430","187682027","283","9","1","2019-12-31+19:33:01",
"6703550784929793030","addisonre","7617109","1426","181095185","279","9","1","2019-12-30+19:33:01",
"6703550784929793030","addisonre","7437099","1422","174508343","275","8.16","0","2019-12-29+19:33:01",
"6703550784929793030","addisonre","7170367","1420","167447831","269","8","1","2019-12-28+12:17:02",
"6703550784929793030","addisonre","6903635","1419","160387320","264","8.22","0","2019-12-27+12:17:02",
"6703550784929793030","addisonre","6732886","1410","155162974","258","9","1","2019-12-26+06:19:02",
"6703550784929793030","addisonre","6562138","1402","149938628","252","10.7","0","2019-12-25+06:19:02",
"6703550784929793030","addisonre","6403806","1390","145073167","247","11","1","2019-12-24+12:22:02",
"6703550784929793030","addisonre","6245475","1379","140207706","243","11","1","2019-12-23+12:22:02",
"6703550784929793030","addisonre","6087143","1368","135342245","238","12","1","2019-12-22+12:22:02",
"6703550784929793030","addisonre","5928812","1357","130476784","234","12.97","0","2019-12-21+12:22:02",
"6703550784929793030","addisonre","5786704","1350","126414123","230","13","1","2019-12-20+22:46:01",
"6703550784929793030","addisonre","5644596","1343","122351462","226","13","1","2019-12-19+22:46:01",
"","addisonre","5206356","3372638","110333380","215","4","0","2019-12-18+22:46:01",
"","addisonre","5354422","1686987","114311090","218","9","0","2019-12-18+22:46:01",
"","addisonre","5502489","1336","118288801","222","13.82","0","2019-12-18+22:46:01",
"","addisonre","5058290","5058290","106355670","212","0","0","2019-12-15+18:51:26",
"","addisonre","4717504","1203","96105979","208","0","0","2019-12-13+21:01:01",
"","addisonre","4522323","1137","91634070","204","0","0","2019-12-12+18:29:01",
"","addisonre","4327143","1072","87162162","200","0","0","2019-12-11+18:29:01",
"","addisonre","4114363","1025","82065027","194","0","0","2019-12-10+07:26:17",
"","addisonre","3987808","1005","78818016","193","0","0","2019-12-09+12:34:27",
"","addisonre","3874055","1005","76425915","191","0","0","2019-12-08+15:30:49",
"","addisonre","3611641","988","71659777","183","0","0","2019-12-07+02:39:01",
"","addisonre","3439263","938","67891277","180","0","0","2019-12-06+02:44:01",
"","addisonre","3266886","889","64122778","178","0","0","2019-12-05+02:44:01",
"","addisonre","3151444","868","61947670","174","3","0","2019-12-04+03:43:09",
"","addisonre","3036003","848","59772563","171","6.43","0","2019-12-03+03:43:09",
"","addisonre","2977539","846","58735514","169","5.98","0","2019-12-02+08:21:01",
"","addisonre","2891294","789","56950656","165","9","0","2019-12-01+13:14:01",
"","addisonre","2805050","732","55165799","161","13.67","0","2019-11-30+13:14:01",
"","addisonre","2694707","729","52880830","160","14","0","2019-11-29+21:12:27",
"","addisonre","2584365","727","50595862","160","15.84","0","2019-11-28+21:12:27",
"","addisonre","2419391","677","47649623","155","24.58","0","2019-11-27+03:26:23",
"","addisonre","2251885","368","44673448","151","21.22","0","2019-11-25+23:47:00",
"","addisonre","1967584","368","39694871","149","29.82","0","2019-11-24+04:14:46",
"","addisonre","1822356","368","37041266","147","42.18","0","2019-11-22+06:07:41",
"","addisonre","1481041","368","29524078","141","0","0","2019-11-18+22:51:59",
"","addisonre","1445244","368","28341626","137","0","0","2019-11-17+18:37:01",
"","addisonre","1111840","281","21686706","105","0","0","2019-11-16+11:52:01",
"","addisonre","778436","194","15031786","73","0","0","2019-11-15+11:52:01",
"","addisonre","445032","108","8376866","41","0","0","2019-11-14+11:52:01",
"","addisonre","890065","216","16753732","82","0","0","2019-11-13+11:52:01",
"","addisonre","1335098","324","25130599","124","0","0","2019-11-12+11:52:01",
"","addisonre","1315692","320","24635152","121","0","0","2019-11-11+19:03:01",
