text,createTime,authorMeta.name,authorMeta.heart,authorMeta.video,musicMeta.musicName,musicMeta.musicAuthor,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags,dates,Engagement Rates,Hypehouse?
😔😔,1584836101,dixiedamelio,548021487,183,Shake Dat (feat. Lil Jay),Loui,10,2975563,9826,16653388,15953,[],[],2020-03-21,18.022410815144642,1
"power is still out, also lost wifi. @marcdamelio @charlidamelio",1584835361,dixiedamelio,548021487,183,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,9,3614119,7576,19859108,26657,"[""@marcdamelio"",""@charlidamelio""]",[],2020-03-21,18.37117759770479,1
my power do be out now 🤔,1584824885,dixiedamelio,548021487,183,Cyber s3x by doja cat slowed down,spider.webbb,8,4730832,17480,28321013,17667,[],[],2020-03-21,16.82841994387701,1
it do be 3am@charlidamelio,1584774307,dixiedamelio,548021487,183,Over it Chinese New Year Remix by JohhnyG,kingvader,15,11098796,65972,62573113,61325,"[""@charlidamelio""]",[],2020-03-21,17.940761553608496,1
i’m sorry for this,1584668575,dixiedamelio,548021487,183,Skechers,DripReport,15,4305801,25637,26257388,30320,[],[],2020-03-19,16.61154567240275,1
new transition queen👑,1584561370,dixiedamelio,548021487,183,original sound,dixiedamelio,12,3090656,7904,16058448,28459,[],[],2020-03-18,19.47273484959443,1
sup,1584559491,dixiedamelio,548021487,183,Go Stupid,"Polo G, Stunna 4 Vegas & NLE Choppa feat. Mike WiLL Made-It",8,3157261,5066,17604880,21797,[],[],2020-03-18,18.086598715810617,1
see y’all in a month 🥺,1584553309,dixiedamelio,548021487,183,Skinny Legend Anthem,Ava Louise featuring Big Dick Chima,21,2588363,9763,16520404,13959,[],[],2020-03-18,15.811265874611783,1
we are tiktok dancers now @imgriffinjohnson dc: @madi,1584485910,dixiedamelio,548021487,183,Just like that come my way,jordanaudiož,13,3966467,24720,23489149,22386,"[""@imgriffinjohnson"",""@madi""]",[],2020-03-17,17.086923838747843,1
dO oUR DaNCe @sebastiantopete,1584479983,dixiedamelio,548021487,183,Skechers,DripReport,15,1818545,4658,13038288,12767,"[""@sebastiantopete""]",[],2020-03-17,14.08137326004764,1
@jessmakesvids,1584471872,dixiedamelio,548021487,183,Island in the Sun,mp3converter,9,2508010,3697,13202993,11828,"[""@jessmakesvids""]",[],2020-03-17,19.113355585358562,1
i was gonna make this but i accidentally jammed my toothbrush into my wisdom tooth hole and then started bleeding and crying,1584403492,dixiedamelio,548021487,183,They Call Me Tiago (Her Name Is Margo),Tiagz,12,4512912,14541,27261906,24258,[],[],2020-03-16,16.69623173082616,1
we’re confident 👈🏼👉🏼,1584399772,dixiedamelio,548021487,183,Follow for good content,flexgod.henry,16,11277914,204086,60109017,155757,[],[],2020-03-16,19.36108354591791,1
social distancing ￼@sebastiantopete,1584387969,dixiedamelio,548021487,183,original sound,savvvyyyyd,11,2219672,5732,14270291,11333,"[""@sebastiantopete""]",[],2020-03-16,15.674081208294913,1
this took hours @imgriffinjohnson,1584381821,dixiedamelio,548021487,183,Over it Chinese New Year Remix by JohhnyG,kingvader,15,5171539,27796,32744704,22275,"[""@imgriffinjohnson""]",[],2020-03-16,15.946426023579264,1
