text,createTime,authorMeta.name,authorMeta.heart,authorMeta.video,musicMeta.musicName,musicMeta.musicAuthor,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags,dates,Engagement Rates,Hypehouse?
Avani do be failing tho @jack.wright @jameswrightt @avani,1581295895,thehypehouse,376697341,219,Tokyo Drift,Teriyaki Boyz,15,607499,2712,5269158,2346,"[""@jack"",""@jameswrightt"",""@avani""]",[],2020-02-09,11.625329891417186,1
This Trio Is Back @jack.wright @jameswrightt @avani,1581295780,thehypehouse,376697341,219,Tokyo Drift,Teriyaki Boyz,15,624606,6003,5121848,2554,"[""@jack"",""@jameswrightt"",""@avani""]",[],2020-02-09,12.362002933316257,1
disney day💜 @lilhuddy @charlidamelio,1581283067,thehypehouse,376697341,219,Goodmorning Tokyo X Ahi,flowsounds,13,2814735,14636,13614975,13830,"[""@lilhuddy"",""@charlidamelio""]",[],2020-02-09,20.88289548823997,1
Most 🔥 dance to this song @tonylopez__ @ondreazlopez_,1581226127,thehypehouse,376697341,219,Lose Control,Meduza,15,2706132,49404,22813877,9654,"[""@tonylopez__"",""@ondreazlopez_""]",[],2020-02-08,12.120649199607765,1
@dixiedamelio laughs like a guinea pig😂😂,1581223473,thehypehouse,376697341,219,original sound,thehypehouse,9,3269274,27956,14456620,10264,"[""@dixiedamelio""]",[],2020-02-08,22.87875035796749,1
@alexwaarren @k0uvr,1581134511,thehypehouse,376697341,219,original sound,thehypehouse,30,3668696,29075,16891528,5804,"[""@alexwaarren"",""@k0uvr""]",[],2020-02-07,21.925636330828095,1
Put some more @charlidamelio,1581053346,thehypehouse,376697341,219,original sound,thehypehouse,4,3271326,172691,15486868,41680,"[""@charlidamelio""]",[],2020-02-06,22.50743662307963,1
Best mother daughter dancers on Tik Tok @addisonre @sherinicolee,1581042918,thehypehouse,376697341,219,Sunday Best by Surfaces,rapidsongs,13,5762826,103238,49939010,14221,"[""@addisonre"",""@sherinicolee""]","[{""id"":""4806717"",""name"":""feelinblessed"",""title"":""Are you #Feelinblessed ? Join this trend today 💃🏾\n\nHow to shoot: \n1. Click on the shoot icon. \n2. Click on 'sounds' at the top of your screen and select the first sound you see under &quot;Discover&quot;. \n3. Don’t forget to add #feelinblessed."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/80922e46a17c8ba03c3ae5cd307ddc67""]}]",2020-02-06,11.774933063350675,1
Dixison is back @dixiedamelio @addisonre,1580972109,thehypehouse,376697341,219,moving too fast,,9,3219928,20629,18262931,7580,"[""@dixiedamelio"",""@addisonre""]","[{""id"":""2025426"",""name"":""movingfast"",""title"":""That moment when it's all moving too fast 🏃🏾‍♀️😂🏃🏾‍♂️\nJoin #Movingfast today! \n\nHow to shoot: \n1) Click on the shoot icon. \n2) Click on  'sounds' at the top of your screen and select the first sound. \n3) Make your own video. \n4) Don’t forget to add #movingfast"",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/53d17bfa37b23a7927b76a30a1532654""]}]",2020-02-05,17.78540914380063,1
and scene @nickaustinn @avani,1580878760,thehypehouse,376697341,219,original sound,thehypehouse,15,1536683,6923,7756102,3655,"[""@nickaustinn"",""@avani""]",[],2020-02-04,19.948951161292104,1
hello fellow hype house friends @addisonre @lilhuddy,1580860744,thehypehouse,376697341,219,Plain Jane (Remix),A$AP Ferg (feat. Nicki Minaj),14,898686,4469,6015308,4241,"[""@addisonre"",""@lilhuddy""]",[],2020-02-04,15.08478036369875,1
always good vibes at the hype house @lilhuddy @ondreazlopez_ @nickandsienna,1580696490,thehypehouse,376697341,219,original sound,pashynnnn,9,899705,4473,6052354,2944,"[""@lilhuddy"",""@ondreazlopez_"",""@nickandsienna""]",[],2020-02-02,14.987920402540897,1
🤪@lilhuddy @tonylopez__ @ondreazlopez_,1580692110,thehypehouse,376697346,219,SIX'FO,ZaeHD & CEO,15,734036,5001,5576313,3849,"[""@lilhuddy"",""@tonylopez__"",""@ondreazlopez_""]",[],2020-02-02,13.322171836480484,1
Poor @nickaustinn @petroutv @lilhuddy,1580682370,thehypehouse,376697346,219,Single,Popp Hunna,10,859074,5550,5796721,5854,"[""@nickaustinn"",""@petroutv"",""@lilhuddy""]",[],2020-02-02,15.016731010514391,1
Movie night @alexwaarren @k0uvr,1580602729,thehypehouse,376697346,219,original sound,thehypehouse,26,5947562,78833,25757757,11708,"[""@alexwaarren"",""@k0uvr""]",[],2020-02-01,23.441881993063294,1
we clean @ondreazlopez_ @lilhuddy,1580541402,thehypehouse,376697346,219,original sound,ｐｅａｃｈｙッ,9,2675232,9272,14470175,5090,"[""@ondreazlopez_"",""@lilhuddy""]",[],2020-01-31,18.587155995003517,1
The twins lookin’ more alike? @jack.wright @jameswrightt,1580529256,thehypehouse,376697346,219,Juice,Lizzo,15,722370,6149,5161652,2512,"[""@jack"",""@jameswrightt""]",[],2020-01-31,14.162733171473011,1
Addison messed up😂 @addisonre @ondreazlopez_ @tonylopez__,1580436856,thehypehouse,376697346,219,Sunday Best by Surfaces,rapidsongs,10,5181969,34443,35773031,15280,"[""@addisonre"",""@ondreazlopez_"",""@tonylopez__""]","[{""id"":""4806717"",""name"":""feelinblessed"",""title"":""Are you #Feelinblessed ? Join this trend today 💃🏾\n\nHow to shoot: \n1. Click on the shoot icon. \n2. Click on 'sounds' at the top of your screen and select the first sound you see under &quot;Discover&quot;. \n3. Don’t forget to add #feelinblessed."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/80922e46a17c8ba03c3ae5cd307ddc67""]}]",2020-01-30,14.624681928685327,1
@ondreazlopez_ @addisonre @tonylopez__,1580436414,thehypehouse,376697346,219,Sunday Best by Surfaces,rapidsongs,13,3532742,63911,23889804,8307,"[""@ondreazlopez_"",""@addisonre"",""@tonylopez__""]","[{""id"":""4806717"",""name"":""feelinblessed"",""title"":""Are you #Feelinblessed ? Join this trend today 💃🏾\n\nHow to shoot: \n1. Click on the shoot icon. \n2. Click on 'sounds' at the top of your screen and select the first sound you see under &quot;Discover&quot;. \n3. Don’t forget to add #feelinblessed."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/80922e46a17c8ba03c3ae5cd307ddc67""]}]",2020-01-30,15.089952182110828,1
gettin litty w 😳 @nickaustinn @lilhuddy,1580433638,thehypehouse,376697346,219,original sound,campbell892,15,793543,4504,5404300,3484,"[""@nickaustinn"",""@lilhuddy""]",[],2020-01-30,14.831356512406787,1
Wait for it... @petroutv @addisonre @avani,1580330034,thehypehouse,376697346,219,original sound,thehypehouse,14,1362532,4333,6970928,3877,"[""@petroutv"",""@addisonre"",""@avani""]",[],2020-01-29,19.66369470463617,1
did we snap?😳 @lilhuddy @avani @jack.wright,1580328578,thehypehouse,376697346,219,Istanbul (Not Constantinople),They Might Be Giants,15,1352522,15709,7498959,7733,"[""@lilhuddy"",""@avani"",""@jack""]",[],2020-01-29,18.348733470872425,1
@k0uvr @jack.wright,1580261195,thehypehouse,376697346,219,Sean Paul - Get Busy (Shake That Thing),laurieelle,12,1018450,6548,7811412,2716,"[""@k0uvr"",""@jack""]",[],2020-01-28,13.156571436764569,1
@rylandstormss got @nickaustinn so bad,1580246335,thehypehouse,376697346,219,original sound,thehypehouse,11,836000,12238,5116022,4781,"[""@rylandstormss"",""@nickaustinn""]",[],2020-01-28,16.67348185758388,1
everyone meet our new addition to the family @larrayeeee !!! @lilhuddy @addisonre,1580159702,thehypehouse,376697346,219,Love Songs x No Police Funk Mash Up,ldrethegiant,15,1252267,7329,7124762,9867,"[""@larrayeeee"",""@lilhuddy"",""@addisonre""]",[],2020-01-27,17.817619732420535,1
