tiktok_id,username,followers,following,likes,videos,average_engagement_rate,is_generated,date,
"1944858","lilhuddy","14424314","8861","720677268","5517","7.64","0","2020-02-29+22:17:02",
"1944858","lilhuddy","14286536","8861","712663098","5512","7","1","2020-02-28+16:14:01",
"1944858","lilhuddy","14148758","8862","704648929","5508","6.98","0","2020-02-27+16:14:01",
"1944858","lilhuddy","14005265","8939","697247286","5506","6.01","0","2020-02-26+02:09:01",
"1944858","lilhuddy","13933858","8965","693723251","5502","6","1","2020-02-25+13:45:01",
"1944858","lilhuddy","13862451","8991","690199216","5498","7.64","0","2020-02-24+13:45:01",
"1944858","lilhuddy","13730521","9614","683160951","5494","7.73","0","2020-02-23+02:18:01",
"1944858","lilhuddy","13643372","9614","677914260","5489","8","1","2020-02-22+17:40:01",
"1944858","lilhuddy","13556223","9614","672667570","5484","8.94","0","2020-02-21+17:40:01",
"1944858","lilhuddy","13427791","9617","665346734","5479","9.83","0","2020-02-20+09:18:01",
"1944858","lilhuddy","13314903","9617","660372595","5476","9","1","2020-02-19+07:26:01",
"1944858","lilhuddy","13202015","9617","655398456","5474","9","1","2020-02-18+07:26:01",
"1944858","lilhuddy","13089128","9617","650424317","5471","9","1","2020-02-17+07:26:01",
"1944858","lilhuddy","12976240","9618","645450178","5469","8","1","2020-02-16+07:26:01",
"1944858","lilhuddy","12863352","9618","640476039","5466","8","1","2020-02-15+07:26:01",
"1944858","lilhuddy","12750465","9618","635501900","5464","8","1","2020-02-14+07:26:01",
"1944858","lilhuddy","12637577","9618","630527761","5461","8","1","2020-02-13+07:26:01",
"1944858","lilhuddy","12524690","9619","625553623","5459","7.84","0","2020-02-12+07:26:01",
"1944858","lilhuddy","12469908","9618","621984398","5456","8","1","2020-02-11+20:05:01",
"1944858","lilhuddy","12415127","9617","618415174","5454","8.31","0","2020-02-10+20:05:01",
"1944858","lilhuddy","12278056","9618","610876296","5450","12.99","0","2020-02-09+09:08:01",
"1944858","lilhuddy","12160400","9617","605555107","5446","13","1","2020-02-08+06:10:01",
"1944858","lilhuddy","12042745","9617","600233918","5442","13","1","2020-02-07+06:10:01",
"1944858","lilhuddy","11925089","9617","594912730","5439","13","1","2020-02-06+06:10:01",
"1944858","lilhuddy","11807434","9617","589591541","5435","13","1","2020-02-05+06:10:01",
"1944858","lilhuddy","11689778","9617","584270352","5431","13","1","2020-02-04+06:10:01",
"1944858","lilhuddy","11572123","9617","578949164","5428","13","1","2020-02-03+06:10:01",
"1944858","lilhuddy","11454467","9617","573627975","5424","13","1","2020-02-02+06:10:01",
"1944858","lilhuddy","11336812","9617","568306787","5420","13","1","2020-02-01+06:10:01",
"1944858","lilhuddy","11219156","9617","562985598","5417","13","1","2020-01-31+06:10:01",
"1944858","lilhuddy","11101501","9616","557664409","5413","14","1","2020-01-30+06:10:01",
"1944858","lilhuddy","10983845","9616","552343221","5409","14","1","2020-01-29+06:10:01",
"1944858","lilhuddy","10866190","9616","547022032","5406","14","1","2020-01-28+06:10:01",
